route,year,capacity_available,capacity_used,capacity_slack,capacity_pressure,capacity_binding,deployment_available,deployment_used,deployment_slack,deployment_pressure,deployment_binding,scrap_available,scrap_used,scrap_slack,scrap_pressure,scrap_binding,resource_pressure,emission_pressure,learning_effect
NG-DRI-EAF,2063,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2064,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2065,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2066,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2067,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2068,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2069,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
NG-DRI-EAF,2070,-0.0,0.0,-0.0,,False,,0.0,,,False,,-0.0,,,False,,,
Scrap-EAF,2024,144.29,144.29,0.0,1.0,True,,160.32222222222222,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2025,162.7403846153846,162.7403846153846,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18000000000000002,0.019685039370078743,
Scrap-EAF,2026,181.19076923076923,181.19076923076923,0.0,1.0,True,,20.500427350427373,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2027,199.64115384615386,199.64115384615386,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2028,218.09153846153845,218.09153846153845,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18000000000000002,0.019685039370078743,
Scrap-EAF,2029,236.54192307692307,236.54192307692307,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2030,254.9923076923077,254.9923076923077,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2031,273.4426923076923,273.4426923076923,0.0,1.0,True,,20.5004273504274,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2032,291.89307692307693,291.89307692307693,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2033,310.3434615384615,310.3434615384615,0.0,1.0,True,,20.500427350427287,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2034,328.7938461538462,328.7938461538462,0.0,1.0,True,,20.5004273504274,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2035,347.24423076923074,347.24423076923074,0.0,1.0,True,,20.500427350427287,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2036,365.6946153846154,365.6946153846154,0.0,1.0,True,,20.500427350427458,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2037,384.145,384.145,0.0,1.0,True,,20.500427350427316,,,False,,-0.0,,,False,0.18000000000000002,0.019685039370078743,
Scrap-EAF,2038,402.59538461538466,402.59538461538466,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2039,421.0457692307692,421.0457692307692,0.0,1.0,True,,20.500427350427373,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2040,439.4961538461539,439.4961538461539,0.0,1.0,True,,20.500427350427458,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2041,457.94653846153847,457.94653846153847,0.0,1.0,True,,20.50042735042723,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2042,476.3969230769231,476.39692307692303,5.684341886080802e-14,0.9999999999999999,True,,20.500427350427344,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2043,494.84730769230765,494.8473076923077,-5.684341886080802e-14,1.0000000000000002,True,,20.500427350427458,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2044,513.2976923076924,513.2976923076924,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2045,531.748076923077,531.748076923077,0.0,1.0,True,,20.500427350427344,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2046,550.1984615384615,550.1984615384615,0.0,1.0,True,,20.50042735042723,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2047,568.6488461538462,568.6488461538462,0.0,1.0,True,,20.500427350427458,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2048,587.0992307692309,587.0992307692309,0.0,1.0,True,,20.500427350427458,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2049,605.5496153846154,605.5496153846154,0.0,1.0,True,,20.50042735042723,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2050,624.0,624.0,0.0,1.0,True,,20.500427350427316,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2051,633.85,633.85,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2052,643.7,643.7,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2053,653.55,653.55,0.0,1.0,True,,10.944444444444372,,,False,,-0.0,,,False,0.18000000000000005,0.019685039370078743,
Scrap-EAF,2054,663.4,663.4,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2055,673.25,673.25,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2056,683.1,683.1,0.0,1.0,True,,10.94444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2057,692.95,692.95,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2058,702.8,702.8,0.0,1.0,True,,10.944444444444343,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2059,712.65,712.65,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2060,722.5,722.5,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2061,732.35,732.35,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2062,742.2,742.2,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2063,752.05,752.05,0.0,1.0,True,,10.944444444444343,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2064,761.9,761.9,0.0,1.0,True,,10.94444444444457,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2065,771.75,771.75,0.0,1.0,True,,10.94444444444423,,,False,,-0.0,,,False,0.18000000000000002,0.019685039370078743,
Scrap-EAF,2066,781.6,781.6,0.0,1.0,True,,10.94444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2067,791.45,791.45,0.0,1.0,True,,10.944444444444684,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Scrap-EAF,2068,801.3,801.3,0.0,1.0,True,,10.944444444444343,,,False,,-0.0,,,False,0.18,0.01968503937007874,
Scrap-EAF,2069,811.15,811.15,0.0,1.0,True,,10.944444444444343,,,False,,-0.0,,,False,0.18000000000000002,0.019685039370078743,
Scrap-EAF,2070,821.0,821.0,0.0,1.0,True,,10.944444444444457,,,False,,-0.0,,,False,0.18000000000000002,0.01968503937007874,
Coal-DRI-EAF,2024,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2025,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2026,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2027,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2028,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2029,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2030,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2031,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2032,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2033,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2034,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2035,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2036,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2037,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2038,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2039,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2040,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2041,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2042,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2043,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2044,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2045,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2046,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2047,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2048,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2049,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2050,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2051,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2052,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2053,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2054,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2055,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2056,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2057,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2058,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2059,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2060,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2061,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2062,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2063,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2064,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2065,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2066,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2067,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2068,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2069,,,,,,,,,,,,,,,,,,
Coal-DRI-EAF,2070,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2024,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2025,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2026,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2027,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2028,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2029,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2030,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2031,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2032,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2033,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2034,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2035,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2036,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2037,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2038,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2039,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2040,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2041,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2042,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2043,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2044,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2045,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2046,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2047,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2048,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2049,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2050,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2051,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2052,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2053,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2054,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2055,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2056,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2057,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2058,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2059,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2060,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2061,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2062,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2063,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2064,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2065,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2066,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2067,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2068,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2069,,,,,,,,,,,,,,,,,,
Coal-DRI-IF,2070,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2024,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2025,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2026,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2027,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2028,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2029,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2030,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2031,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2032,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2033,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2034,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2035,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2036,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2037,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2038,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2039,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2040,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2041,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2042,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2043,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2044,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2045,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2046,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2047,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2048,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2049,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2050,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2051,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2052,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2053,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2054,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2055,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2056,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2057,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2058,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2059,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2060,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2061,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2062,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2063,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2064,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2065,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2066,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2067,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2068,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2069,,,,,,,,,,,,,,,,,,
H2-DRI-EAF,2070,,,,,,,,,,,,,,,,,,
